State,book,courseware,exam,homework,info,profile,tutorial,unknown,wiki
US,0.0559709432257,0.631365860198,0.0723966262609,0.083571350085,0.0319328480505,0.0439774734625,0.0263387691788,0.0460323134209,0.00783088430128
India,0.0524120960002,0.605816547039,0.0929273410088,0.0888748350159,0.032504863347,0.0462969844064,0.0241506143545,0.050526290505,0.00644123972074
China,0.0737436442536,0.568439312084,0.125550622204,0.0824802996573,0.0367691102292,0.0425684001568,0.0231321794468,0.0391945396248,0.00812189234366
