resource_name,occurrences,MIN(observed_events.observed_event_duration),MAX(observed_events.observed_event_duration),AVG(observed_events.observed_event_duration),STD(observed_events.observed_event_duration)
https://6002x.mitx.mit.edu/book/356#,128,0,1661,87.6016,232.564182668051
https://6002x.mitx.mit.edu/wiki/view/ExampleMidtermSolution/,127,0,1130,83.2362,213.23811896795272
https://6002x.mitx.mit.edu/book-shifted/360,126,0,319,8.0873,41.33756119722645
https://6002x.mitx.mit.edu/book/31,126,1,805,19.2063,84.1353140530104
https://6002x.mitx.mit.edu/book/446,126,0,2667,109.6984,411.19240600889657
https://6002x.mitx.mit.edu/book/26,126,0,1736,89.9841,301.7784845152175
https://6002x.mitx.mit.edu/book/171,126,1,1497,40.9762,180.55639159059885
https://6002x.mitx.mit.edu/book/42,126,0,1072,76.3889,150.89899766264463
https://6002x.mitx.mit.edu/wiki/view/WxMaximaTutorialbyExampleSolvingS7E2,126,0,2431,135.0714,309.9859489537434
https://6002x.mitx.mit.edu/book/108#,125,1,2496,94.6320,279.3344242588085
https://6002x.mitx.mit.edu/book/659,125,0,622,32.9600,90.21817111868319
https://6002x.mitx.mit.edu/wiki/history/Midterm_Exam//1,125,0,1016,41.5840,132.88829498492333
https://6002x.mitx.mit.edu/wiki/view/magi/,125,0,1653,42.2880,161.68180187021673
https://extdeploy.mitx.mit.edu/courseware/6.002_Spring_2012/Overview/Welcome/,124,1,55,8.7581,14.578138165861043
https://6002x.mitx.mit.edu/book/527,123,0,2234,36.5285,217.77628280622844
https://6002x.mitx.mit.edu/wiki/view/cheecken0snotes/,123,0,1909,56.2033,210.4933021103681
https://6002x.mitx.mit.edu/book/346#,122,0,778,50.7869,127.5501334743116
https://6002x.mitx.mit.edu/pending_name_changes,122,0,3104,395.4016,739.2198109153808
https://6002x.mitx.mit.edu/book/390,121,1,750,21.6777,96.68216778806163
https://extdeploy.mitx.mit.edu/courseware/6.002_Spring_2012/Week_2/Static_Discipline_and_Boolean_Logic/#,120,0,1216,29.9000,125.21450927641469
https://6002x.mitx.mit.edu/book/46,120,0,1428,177.2750,338.15659495022913
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_5/MOSFET_Amplifiers:_Small_signal_model/#,119,1,3213,55.5882,301.57227799184113
https://6002x.mitx.mit.edu/wiki/view/textbooklinks/,119,0,3369,79.6639,332.89219688169544
https://6002x.mitx.mit.edu/book/580,119,0,726,38.8319,113.63507265189088
https://6002x.mitx.mit.edu/wiki/view/Bibliography,119,0,3495,168.4958,503.3437416430778
https://6002x.mitx.mit.edu/book-shifted/353#,119,0,919,55.5378,150.8575369982418
https://6002x.mitx.mit.edu/book-shifted/715,119,0,2736,123.8739,465.42539599525725
https://6002x.mitx.mit.edu/book/569,118,0,724,26.9322,88.92119238104665
https://extdeploy.mitx.mit.edu/section/is_it_linear/,118,0,420,7.2542,40.25663150774632
https://6002x.mitx.mit.edu/book/764#,118,0,3480,344.3983,703.4422523349081
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_10/,117,0,2780,97.6923,336.9843502805298
https://6002x.mitx.mit.edu/book/193#,117,0,1918,84.9316,270.5565876477323
https://6002x.mitx.mit.edu/book/885,117,0,631,32.5043,92.951197923493
https://6002x.mitx.mit.edu/book/606#,117,0,2078,100.1880,286.6246221887672
https://6002x.mitx.mit.edu/book/229,117,0,1152,122.7436,255.7770848996511
https://6002x.mitx.mit.edu/book/525,117,1,675,13.5299,62.42966266394986
https://6002x.mitx.mit.edu/wiki/view/MathJaxEquationFormatting/,117,0,3395,336.9744,682.7362301989683
https://6002x.mitx.mit.edu/wiki/view/AHAMoments,116,0,3527,146.0517,454.48682399678256
https://6002x.mitx.mit.edu/wiki/view/Practice1/,116,0,2257,55.3621,234.32634171877817
https://6002x.mitx.mit.edu/book-shifted/58,116,0,3206,172.4655,534.1567545825025
https://6002x.mitx.mit.edu/book/410,116,0,1377,111.2155,244.2096261070663
https://6002x.mitx.mit.edu/book/158,115,0,534,22.9652,83.77899813975199
https://6002x.mitx.mit.edu/wiki/view/SmallSignalCircuitModels/,115,0,3176,151.9739,486.10822664826696
https://extdeploy.mitx.mit.edu/courseware/6.002_Spring_2012/Week_1/Week_1_Tutorials/,115,0,472,22.2609,65.70210597597797
https://6002x.mitx.mit.edu/book-shifted/73,115,0,1902,81.4696,266.1893514264882
https://6002x.mitx.mit.edu/wiki/view/Electronvolt/,114,0,1272,59.5263,180.41230607880445
https://6002x.mitx.mit.edu/book-shifted/377,114,1,318,30.4386,56.621711025309644
https://6002x.mitx.mit.edu/wiki/view/ResistanceMatching/,114,0,2969,149.2807,411.7376423389121
https://6002x.mitx.mit.edu/profile?lang_text=Espa%C3%B1ol#,114,0,626,24.3684,80.2657060280017
https://6002x.mitx.mit.edu/book/190,114,0,398,35.4825,63.57496368856581
https://6002x.mitx.mit.edu/book/300#,113,1,367,27.8673,54.719154955304575
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_12/The_Operational_Amplifier_Abstraction/#feedback_div,113,1,1337,61.0354,224.54260014068325
https://6002x.mitx.mit.edu/book-shifted/322,112,1,2191,115.4107,393.35581297279657
https://6002x.mitx.mit.edu/wiki/view/InductorsandFirstOrderCircuits/,112,0,3242,149.9107,442.94861346539784
https://6002x.mitx.mit.edu/book/500,112,0,2536,125.8571,454.6455223802476
https://6002x.mitx.mit.edu/book/97#,112,1,379,58.7411,80.33276167823462
https://6002x.mitx.mit.edu/book/574,112,0,2771,42.9107,273.05754082150855
https://extdeploy.mitx.mit.edu/courseware/6.002_Spring_2012/Week_1/Administrivia_and_Circuit_Elements/#,111,0,887,47.4324,153.455960852325
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_7/,111,0,2220,87.4144,267.1868620491735
https://6002x.mitx.mit.edu/wiki/view/SolvingSimultaneousEquations/,111,0,1383,112.3243,209.7319680385808
https://6002x.mitx.mit.edu/book/644#,110,1,826,46.1000,121.21370684568939
https://6002x.mitx.mit.edu/book-shifted/98#,110,1,317,15.6545,43.94013207321492
https://6002x.mitx.mit.edu/wiki/view/Current-andVoltage-limitingResistors/,109,0,956,49.3670,120.7949707737396
https://6002x.mitx.mit.edu/profile?loc_text=#,109,0,2290,65.0000,237.85088999530703
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Overview/Welcome/#calculator_div,109,0,1077,16.6330,103.45886569470069
https://extdeploy.mitx.mit.edu/courseware/6.002_Spring_2012/Overview/Circuit_Sandbox/,109,0,2914,150.2294,400.75750825470936
https://6002x.mitx.mit.edu/book/343,108,1,1597,54.9167,221.3501970232288
https://6002x.mitx.mit.edu/book/302,108,1,328,15.3241,46.70590189998272
https://extdeploy.mitx.mit.edu/section/wk9_DC/,108,1,577,33.1667,98.74560468418049
https://extdeploy.mitx.mit.edu/courseware/6.002_Spring_2012/Week_5/Mosfet_Amplifier/,108,0,3256,112.7778,394.3298894686973
https://6002x.mitx.mit.edu/book-shifted/795,108,1,82,5.2407,12.549804757497352
https://6002x.mitx.mit.edu/book/37,107,0,1589,118.7009,245.939785007619
https://6002x.mitx.mit.edu/book-shifted/717,107,1,3369,55.0748,328.34466450523837
https://6002x.mitx.mit.edu/book/560,107,0,775,32.2523,84.87528987278692
https://6002x.mitx.mit.edu/book/507,107,0,2791,111.8224,468.51706425369326
https://extdeploy.mitx.mit.edu/section/wk5_8.5/,106,1,622,40.2830,80.81924330875438
https://6002x.mitx.mit.edu/book-shifted/716,106,0,505,34.7264,81.52861900791115
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_3/Inside_the_Gate/#calculator_div,106,0,1452,99.7075,228.65356373166625
https://6002x.mitx.mit.edu/book/101#,106,1,1017,78.0943,182.14407154269063
https://6002x.mitx.mit.edu/book/59,105,1,325,50.2762,69.12438688102776
https://6002x.mitx.mit.edu/wiki/view/TheDeltaFunction/,105,0,2244,188.4762,381.1479426613914
https://extdeploy.mitx.mit.edu/courseware/6.002_Spring_2012/Week_6/Homework/,104,1,612,54.8750,106.86176256302777
https://6002x.mitx.mit.edu/book/55,104,1,1311,36.3462,147.27817539182635
https://extdeploy.mitx.mit.edu/courseware/6.002_Spring_2012/Week_4/Dependent_Sources_and_Amplifiers/,104,0,2545,41.2692,257.5273783342578
https://6002x.mitx.mit.edu/wiki/view/ElectricCircuitTheory/,104,0,1559,47.8942,167.7805296229635
https://6002x.mitx.mit.edu/book/84,104,0,247,15.7404,29.443882475595604
https://6002x.mitx.mit.edu/wiki/view/Example214-incorrectsolution/,104,0,734,29.5769,78.03299256720891
https://6002x.mitx.mit.edu/book/85,104,1,3409,128.3077,475.05574727367673
https://6002x.mitx.mit.edu/profile?loc_text=,103,0,416,33.1068,73.9503786163541
https://6002x.mitx.mit.edu/book/290,103,0,513,29.8641,76.7073683557951
https://6002x.mitx.mit.edu/book/542,103,1,1066,44.2330,149.75632011776162
https://6002x.mitx.mit.edu/book/94,103,0,2828,103.4272,411.6470493536754
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_3/Circuits_with_Nonlinear_Elements/#calculator_div,102,0,1370,177.6765,333.67670045533436
https://6002x.mitx.mit.edu/book/203#,102,0,490,23.6275,86.1111822995824
https://extdeploy.mitx.mit.edu/section/wk5_bjt/#,102,1,297,7.7843,31.03307136985757
https://6002x.mitx.mit.edu/book-shifted/21,102,0,500,86.5196,115.68243637700895
https://6002x.mitx.mit.edu/profile?lang_text=,101,0,3430,86.0594,413.6449384252098
https://6002x.mitx.mit.edu/book/702,101,1,499,19.9010,71.3283447957187
https://6002x.mitx.mit.edu/wiki/view/Decouplingcapacitor/,101,0,1456,70.9901,213.40764204720654
https://6002x.mitx.mit.edu/book/378,101,0,1178,64.0792,178.5428746339123
https://6002x.mitx.mit.edu/book-shifted/447,100,0,2202,86.2600,251.96629219004674
https://6002x.mitx.mit.edu/book/274,100,0,1527,108.4500,319.8489135513829
https://6002x.mitx.mit.edu/book/385,100,0,2661,111.1700,344.5454702938351
https://6002x.mitx.mit.edu/book/509,100,0,2022,106.3400,370.1961431457654
https://6002x.mitx.mit.edu/wiki/view/MidtermInfo/,100,0,2234,124.3100,342.73000145887437
https://6002x.mitx.mit.edu/book/910,99,1,890,37.2424,129.76008093487016
https://6002x.mitx.mit.edu/wiki/view/SignalsandSystemsGroupResources,99,0,3098,152.5758,420.8668805328789
https://6002x.mitx.mit.edu/wiki/view/CourseAnimationSuggestions/,98,0,2926,196.3367,520.5996335443205
https://6002x.mitx.mit.edu/book/466#,98,0,363,30.2449,68.30619256961215
https://6002x.mitx.mit.edu/book/443,98,0,2797,131.8163,405.29420774973477
https://6002x.mitx.mit.edu/book/109,98,0,1121,55.1837,191.90576699753916
https://6002x.mitx.mit.edu/book/154,97,0,538,59.2680,119.8982829609665
https://6002x.mitx.mit.edu/book/306#,97,1,523,31.8454,81.51697567892764
https://6002x.mitx.mit.edu/book-shifted/711#,97,0,1272,112.9794,214.63985560960538
https://extdeploy.mitx.mit.edu/courseware/6.002_Spring_2012/Week_9/Homework/,97,0,2326,191.6598,368.23479417512215
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_2/Mixing_Two_Signals/#,96,0,1803,108.8333,271.93962514172557
https://6002x.mitx.mit.edu/book-shifted/752,96,0,2142,121.4479,322.6236478013658
https://6002x.mitx.mit.edu/book/417#,96,1,3512,158.1250,534.9996349297819
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_4/Incremental_Analysis/#calculator_div,96,0,1299,72.7500,193.2011042066444
"https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_2/Linearity,_Thevenin_and_Norton;_Digital/",95,0,2389,132.7684,366.74148223543483
https://6002x.mitx.mit.edu/book-shifted/374,95,0,1069,66.2947,158.1950743583584
https://6002x.mitx.mit.edu/wiki/view/wjgnotes/,95,0,1214,43.7158,134.8454603305026
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_3/Week_3_Tutorials/#,95,0,3322,78.4000,352.77260903336946
https://6002x.mitx.mit.edu/book/392,95,1,1873,81.5895,313.7196701964096
https://6002x.mitx.mit.edu/wiki/view/PlayingWithElectronics/Overview/,94,0,1792,173.6702,385.0911024651531
https://6002x.mitx.mit.edu/section/problem_1-2_part2/#,94,1,10,2.9255,2.638662466228594
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_13/,94,0,239,13.9681,38.79253386371177
https://6002x.mitx.mit.edu/book/286,94,0,3102,177.6064,482.7173574601395
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_12/,93,0,2912,120.3118,448.7629826437138
https://6002x.mitx.mit.edu/wiki/view/AuMatar6003Notes,93,0,1899,109.1828,315.7487072905048
https://6002x.mitx.mit.edu/book-shifted/300,92,0,303,28.6848,63.36641706700217
https://6002x.mitx.mit.edu/wiki/view/HIGHPRIORITY/,92,0,3520,94.0543,389.2470536631514
https://6002x.mitx.mit.edu/wiki/view/SignalsandSystemsGroupResourcesPolarMath,92,0,2175,116.8043,342.6460411945741
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_3/Circuits_with_Nonlinear_Elements/#[,92,1,341,38.9783,76.30487736717035
https://extdeploy.mitx.mit.edu/courseware/6.002_Spring_2012/Week_3/Logic_Gate_Implementation/,92,0,2466,153.1957,355.7903705936733
https://extdeploy.mitx.mit.edu/courseware/6.002_Spring_2012/Week_3/Inside_the_Gate/,91,0,1867,74.3297,332.5891124061341
https://6002x.mitx.mit.edu/book-shifted/866,91,0,3398,261.4835,645.244759125437
https://6002x.mitx.mit.edu/book-shifted/438,91,0,946,73.2198,168.485875248323
https://6002x.mitx.mit.edu/section/MidtermFormatExamples/?,90,0,2275,225.4000,412.929151846227
https://6002x.mitx.mit.edu/wiki/view/PlayingWithElectronics/,90,0,3589,217.5667,647.0552964520625
https://6002x.mitx.mit.edu/book/353#,90,1,2672,147.4444,501.2158131563934
https://6002x.mitx.mit.edu/book/330#,89,0,1383,88.8652,252.42434358874252
https://6002x.mitx.mit.edu/wiki/view/WxMaximaTutorialbyExampleSolvingS7E2/,89,0,2338,230.5618,415.44217556384126
https://6002x.mitx.mit.edu/book/240,89,1,355,59.6742,90.49623187647332
https://6002x.mitx.mit.edu/wiki/view/MathJaxEquationFormatting,89,0,2663,89.7978,314.3186381477958
https://6002x.mitx.mit.edu/book-shifted/821,89,1,2840,83.8876,427.0634623313934
https://6002x.mitx.mit.edu/book/836,88,1,991,84.9659,183.98644026516268
https://6002x.mitx.mit.edu/wiki/view/TheOperationalAmplifierAbstraction/,88,0,1154,63.0568,149.91204678642146
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_9/,88,0,2437,112.0682,376.64656073682136
https://6002x.mitx.mit.edu/book/872#,88,1,311,25.6705,60.92464078136892
http://extprod-v1-001.a.m.i4x.org/courseware/6.002_Spring_2012/Week_10/Sinusoidal_Steady_State/#,87,1,188,3.1494,19.932950099513757
https://6002x.mitx.mit.edu/book-shifted/555,87,0,374,54.3218,91.36229437464556
https://6002x.mitx.mit.edu/book/381,87,0,84,6.0115,13.243514355330767
https://6002x.mitx.mit.edu/book/511#,87,0,390,18.6552,54.535621088413485
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_3/Digital_and_Nonlinear/#calculator_div,87,0,3233,211.1954,552.8890233697618
https://6002x.mitx.mit.edu/wiki/view/Rectifier/,87,0,3142,121.9540,483.38494947646774
https://6002x.mitx.mit.edu/wiki/history/BookErrors//1,87,0,3537,193.7816,600.847398249853
https://6002x.mitx.mit.edu/profile?lang_text=spanish,86,0,1173,27.4651,127.85326779340286
https://6002x.mitx.mit.edu/book/700,86,1,625,11.6047,66.69163314730758
https://6002x.mitx.mit.edu/wiki/view/DependentSourcesandAmplifiers/,86,0,3238,88.3256,438.70606364150564
https://6002x.mitx.mit.edu/wiki/view/Wxmaxima/,86,0,2389,141.5233,347.513818589031
https://6002x.mitx.mit.edu/book-shifted/700,85,1,2885,62.0824,321.5657726798199
https://6002x.mitx.mit.edu/book-shifted/289,85,0,330,29.8471,69.20940192545297
https://6002x.mitx.mit.edu/book/111,85,0,520,57.3765,87.67103975129223
https://6002x.mitx.mit.edu/wiki/view/TheveninsandNortonsforcircuitswithdependentandindependentsources/,85,0,1383,83.8471,208.60531299321343
https://6002x.mitx.mit.edu/book/411,85,1,2116,125.1294,312.8994496727924
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_11/,85,1,1335,96.7882,236.8209596307202
https://6002x.mitx.mit.edu/book/221,85,0,960,95.8941,184.48599650535647
https://6002x.mitx.mit.edu/book/483,84,1,765,131.0714,202.27955583173252
https://6002x.mitx.mit.edu/book/253,84,1,1606,142.3571,323.8433867097586
https://6002x.mitx.mit.edu/book/240#,84,0,3377,107.9762,371.4773266230542
https://6002x.mitx.mit.edu/book/312,84,0,2467,146.9881,402.6442212498469
https://6002x.mitx.mit.edu/wiki/view/AdminSequence/#,83,0,2770,87.5542,347.1195847207068
https://6002x.mitx.mit.edu/book/804#,83,1,2329,65.9639,267.40914213238693
https://6002x.mitx.mit.edu/wiki/view/AnantAgarwal,83,0,1680,58.4458,194.81583846277226
https://6002x.mitx.mit.edu/book-shifted/853,83,1,71,3.9639,8.044223824767217
https://6002x.mitx.mit.edu/courseware/#calculator_div,83,0,3127,259.7349,664.5748180447505
https://6002x.mitx.mit.edu/book-shifted/520,82,0,1405,103.9146,237.96480582269308
https://6002x.mitx.mit.edu/wiki/view/Unknownerrorinlab0/,82,0,1670,75.4268,225.03425378762088
https://6002x.mitx.mit.edu/wiki/view/6003zOrientationSyllabus,82,0,2763,102.6707,403.24383033636445
https://6002x.mitx.mit.edu/book/764,82,1,3561,273.8171,700.4195803152527
https://6002x.mitx.mit.edu/book/444,82,1,304,23.6463,57.63517979524089
https://6002x.mitx.mit.edu/book-shifted/527,82,2,3272,138.6098,458.75565407820415
https://6002x.mitx.mit.edu/wiki/view/impedancematrix/,82,0,1317,64.9024,164.73960308110324
https://6002x.mitx.mit.edu/book/866,81,1,627,55.3210,129.1819300095793
https://6002x.mitx.mit.edu/wiki/view/video/,81,0,213,16.2840,30.196980704234033
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_5/Week_5_Tutorials/#,81,0,2349,76.8889,354.5152141122254
https://6002x.mitx.mit.edu/book-shifted/880,81,1,736,79.9012,176.9021913575912
https://6002x.mitx.mit.edu/book/246,81,1,2235,134.9012,431.57702787119024
https://extdeploy.mitx.mit.edu/courseware/6.002_Spring_2012/Week_7/Inductors_and_First-Order_Circuits/#,81,0,3038,116.9012,474.665225885721
https://6002x.mitx.mit.edu/book/819#,81,0,496,19.1111,77.5020509485689
https://6002x.mitx.mit.edu/wiki/view/imran/,80,0,1503,53.6250,201.7812785542802
https://6002x.mitx.mit.edu/wiki/view/S3E1NODEEQUATIONREVIEW/,80,0,1472,75.5500,222.72791136272076
https://6002x.mitx.mit.edu/book#feedback_div,80,0,3365,87.7500,398.32127422471433
https://6002x.mitx.mit.edu/book/354,80,0,68,8.5375,11.947744295472681
https://6002x.mitx.mit.edu/wiki/view/ErrorsDictionary/,79,0,911,42.7468,121.31019642144008
https://6002x.mitx.mit.edu/book/309#,79,7,408,75.4304,87.92829120099334
https://6002x.mitx.mit.edu/book-shifted/711,78,0,521,29.2436,95.28569536378424
https://6002x.mitx.mit.edu/wiki/history/Maxwell//1,78,0,536,45.9359,104.98673173110603
https://6002x.mitx.mit.edu/book-shifted/1,78,1,797,32.8462,135.9553166530561
https://6002x.mitx.mit.edu/book/38,78,1,1277,27.7821,149.05519950124634
https://6002x.mitx.mit.edu/wiki/view/PythonSciPy/,78,0,1998,133.0513,306.34687468058405
https://6002x.mitx.mit.edu/book-shifted/229,78,1,2083,57.2564,244.42713957634223
https://6002x.mitx.mit.edu/book/462#,78,1,2079,170.1026,439.7418703711621
https://6002x.mitx.mit.edu/wiki/view/UndampedSecondOrderSystems/,78,0,2599,161.1410,374.23435425765007
https://6002x.mitx.mit.edu/wiki/history/Dividers//1,78,0,1870,66.0513,228.56906589250377
https://6002x.mitx.mit.edu/book/900,78,0,3019,89.0641,474.2512138514557
https://extdeploy.mitx.mit.edu/section/wk9_12_1/,78,1,433,51.9359,103.62708532974476
https://6002x.mitx.mit.edu/book/416#,78,1,294,24.3718,58.56009601679614
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_2/Linearity_and_Superposition/#feedback_div,77,0,399,33.2857,76.18634999649542
https://6002x.mitx.mit.edu/book/430,77,1,356,13.2208,49.11809870273925
https://6002x.mitx.mit.edu/book/48,76,0,966,52.2632,122.16504888459329
https://6002x.mitx.mit.edu/book/64,76,0,2475,196.9605,549.3131941651624
https://6002x.mitx.mit.edu/book/615,76,1,867,20.5263,98.09373520478562
https://6002x.mitx.mit.edu/book/651,76,0,1706,127.6447,319.3839342739381
https://6002x.mitx.mit.edu/book/603,76,0,2071,47.6447,240.82018318694534
https://6002x.mitx.mit.edu/book/531,76,1,3459,93.9211,433.07759615758096
https://6002x.mitx.mit.edu/wiki/history/CourseBugs//1,75,0,1612,91.4000,261.1292400325938
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_1/Administrivia_and_Circuit_Elements/?#,75,0,376,65.5067,116.55835429327043
https://extdeploy.mitx.mit.edu/book#,75,0,556,28.5867,98.66753513131306
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_1/Resistor_Divider/#feedback_div,75,0,1934,108.8133,292.22807044422603
https://6002x.mitx.mit.edu/wiki/history/Criticismofthiscourse//1,75,0,3377,262.2533,747.7562899471694
https://6002x.mitx.mit.edu/book/77#,75,0,87,15.0667,17.172329163188344
https://6002x.mitx.mit.edu/wiki/view/DonwloadLectureSlides/,75,0,1050,51.3067,139.53876148065652
https://extdeploy.mitx.mit.edu/book/306,75,0,230,21.4000,43.691951966771484
https://6002x.mitx.mit.edu/book/598,75,1,1024,68.4667,197.0718537882961
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_2/Linearity%2C_Thevenin_and_Norton%3B_Digital/#calculator_div,74,0,2045,143.0946,366.52506897482175
https://6002x.mitx.mit.edu/book-shifted/422,74,1,556,54.0000,142.764784816788
https://6002x.mitx.mit.edu/book/847,74,1,744,30.9595,97.4112817692285
https://6002x.mitx.mit.edu/book/82,73,0,2624,158.0137,403.15133611628715
https://6002x.mitx.mit.edu/book/183,73,1,1090,120.8219,248.24029136974465
https://6002x.mitx.mit.edu/wiki/view/HW4solution/,73,0,2604,85.0685,309.61789658227246
https://6002x.mitx.mit.edu/book-shifted/797,73,0,1358,120.5205,308.9428332803922
https://6002x.mitx.mit.edu/wiki/view/FurtherReadingAssorted/,73,0,1078,69.4110,180.4335597081195
https://6002x.mitx.mit.edu/book/414#,73,1,2707,88.4521,359.35566542994667
https://6002x.mitx.mit.edu/wiki/view/SignalsandSystemsCreatingTutorials/,72,0,3005,144.3750,475.2017827986339
https://6002x.mitx.mit.edu/book/72,72,1,1307,83.5139,216.37249215797814
https://6002x.mitx.mit.edu/book-shifted/640,72,1,324,11.4861,53.46364108634838
https://6002x.mitx.mit.edu/book/320#,72,1,1100,61.8333,187.76041175450754
https://6002x.mitx.mit.edu/book/358,72,1,1111,76.0972,180.040208450642
https://6002x.mitx.mit.edu/book/73,72,0,730,31.5278,100.47124688495353
https://6002x.mitx.mit.edu/wiki/view/TheImpedanceModel/,72,0,841,106.6528,169.28945951651878
https://6002x.mitx.mit.edu/book-shifted/779#,72,0,987,87.1944,198.50200383041823
https://6002x.mitx.mit.edu/book/366,72,1,3587,114.5139,445.5459819472295
https://6002x.mitx.mit.edu/wiki/view/Lecturesonthego/,72,0,2688,130.7361,401.64806295283614
https://6002x.mitx.mit.edu/book/862#,71,1,860,14.3099,101.09507330458314
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_6/Week_6_Tutorials/#,71,0,288,10.7324,35.729404683757934
https://6002x.mitx.mit.edu/book/553#,71,1,283,29.9155,58.63103693746706
https://6002x.mitx.mit.edu/book-shifted/250,71,0,2326,191.3803,438.04737560355284
https://6002x.mitx.mit.edu/book-shifted/476,71,1,913,63.2113,196.21760810945585
https://6002x.mitx.mit.edu/wiki/view/S3E4SIMPLETHEVENIN/,70,0,1884,104.1857,309.85998187463144
https://6002x.mitx.mit.edu/book/426,70,0,569,36.6286,91.06374085199435
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Overview/Welcome/#feedback_div,70,1,54,5.0571,6.803120532490356
https://6002x.mitx.mit.edu/book/538,70,0,2510,70.9857,301.6213090642513
https://6002x.mitx.mit.edu/book-shifted/790,70,1,341,31.7000,73.76959303902154
https://6002x.mitx.mit.edu/wiki/view/Filters/,70,0,2115,111.1286,331.4632460309706
https://6002x.mitx.mit.edu/book/270,70,1,808,66.2714,172.07472807131305
https://6002x.mitx.mit.edu/book/159#,70,0,353,77.1857,103.58299541322172
https://6002x.mitx.mit.edu/book/883,70,2,117,8.2143,19.01119433923291
https://6002x.mitx.mit.edu/book-shifted/457,69,0,152,37.2899,36.11499405553281
https://6002x.mitx.mit.edu/wiki/view/PracticalElectronics/,68,0,1488,76.2206,210.0426319183403
https://6002x.mitx.mit.edu/book/282,68,1,1729,83.6765,322.44901289499245
https://6002x.mitx.mit.edu/book-shifted/541,68,1,333,26.3676,46.44411708828932
https://6002x.mitx.mit.edu/wiki/view/MathBooksandNotes/,68,0,2837,175.8676,493.06830168827304
https://6002x.mitx.mit.edu/courseware/?&10,67,1,552,15.4627,72.70002327253502
https://6002x.mitx.mit.edu/book/58,67,0,478,63.3134,102.50478095223842
https://6002x.mitx.mit.edu/book/227,67,1,519,55.4925,144.66207386855098
https://6002x.mitx.mit.edu/book/281#,67,0,291,62.8657,71.72041394740901
https://6002x.mitx.mit.edu/book-shifted/575,66,1,105,5.2121,14.062108070244907
https://6002x.mitx.mit.edu/book/460,66,0,386,23.9545,70.87108052722505
https://6002x.mitx.mit.edu/book/75,66,0,1748,45.9242,213.22255485091944
https://6002x.mitx.mit.edu/book/716#,66,0,294,20.5455,59.43679653522003
https://6002x.mitx.mit.edu/courseware/6.002_Spring_2012/Week_9/Week_9_Tutorials/#,66,0,2484,79.7121,337.1290448528267
https://6002x.mitx.mit.edu/book/323,66,1,27,9.7727,6.288024824883178
https://6002x.mitx.mit.edu/book/688,66,1,1014,68.9242,196.86900048432918
https://6002x.mitx.mit.edu/book/512#,65,0,241,26.2769,51.21072835085293
https://6002x.mitx.mit.edu/wiki/view/OperationalAmplifierCircuits/,65,0,3499,141.5692,464.958458664883
https://6002x.mitx.mit.edu/book/33,65,0,698,87.0462,177.104873821589
https://6002x.mitx.mit.edu/wiki/view/sample/,65,3,774,93.4462,126.35907696466029
https://6002x.mitx.mit.edu/wiki/history/DownloadTextbookforKindlepdf//1,65,0,2416,180.0769,471.19100512807904
https://6002x.mitx.mit.edu/book/328,65,0,233,57.2000,54.20649975219406
https://6002x.mitx.mit.edu/wiki/view/RampsStepsandImpulses/,65,0,3588,158.6923,488.8351278790434
https://6002x.mitx.mit.edu/book/130,65,0,515,30.5231,94.90515227844104
https://6002x.mitx.mit.edu/wiki/view/SinusoidalSteadyState/,65,0,2635,146.8462,442.2326999971232
https://6002x.mitx.mit.edu/book/350,65,1,2074,158.6769,536.1160927001455
https://6002x.mitx.mit.edu/book/313,65,0,2809,57.7692,344.2965523735772
https://6002x.mitx.mit.edu/book/61,64,0,1396,150.2031,234.98225861803772
https://6002x.mitx.mit.edu/book/295,64,1,237,43.5938,58.31882166965911
https://6002x.mitx.mit.edu/book/608,64,1,320,31.0469,58.293285871825546
https://6002x.mitx.mit.edu/wiki/view/ErrorsinSolutionstoProblemSets/,63,0,2454,111.3333,361.36386270605595
